"Organic Matter (OM), %","Phosphorus (P), ppm","Potassium [K], ppm",ID,956.77,962.77,968.77,974.76,980.75,986.74,992.73,998.72,1004.71,1010.7,1016.68,1022.67,1028.65,1034.63,1040.61,1046.59,1052.57,1058.55,1064.53,1070.5,1076.47,1082.45,1088.42,1094.39,1100.36,1106.33,1112.29,1118.26,1124.22,1130.19,1136.15,1142.11,1148.07,1154.03,1159.99,1165.94,1171.9,1177.85,1183.8,1189.76,1195.71,1201.65,1207.6,1213.55,1219.5,1225.44,1231.38,1237.33,1243.27,1249.21,1255.15,1261.08,1267.02,1272.95,1278.89,1284.82,1290.75,1296.68,1302.61,1308.54,1314.47,1320.39,1326.32,1332.24,1338.16,1344.08,1350,1355.92,1361.84,1367.76,1373.67,1379.59,1385.5,1391.41,1397.32,1403.23,1409.14,1415.05,1420.95,1426.86,1432.76,1438.66,1444.56,1450.46,1456.36,1462.26,1468.16,1474.05,1479.95,1485.84,1491.73,1497.62
2,0.84,398.82,GYG_S01_00-30,61.495182,61.4261,61.237083,60.714325,60.67332,60.62061,60.407204,60.111923,59.8047,59.763435,59.44918,59.31054,59.192463,59.1751,58.98257,58.992413,59.07001,59.038147,58.91635,58.9317,58.7912,59.02865,59.217236,59.12372,58.792828,59.101463,59.180725,59.02755,58.68413,58.843815,58.761528,58.82994,58.909954,59.257183,59.71548,60.026653,60.31305,60.552895,60.835567,61.07749,61.00138,60.757587,60.344822,60.105408,59.924706,59.74093,59.448677,59.130672,59.107754,59.228268,59.162106,58.86395,58.564617,58.935757,59.356216,59.324512,59.269123,59.42115,59.205086,58.90641,58.83641,58.705048,58.60459,58.896416,59.08531,59.08444,59.22822,59.273693,59.087234,59.142136,59.41901,59.96128,59.8814,59.632355,59.295147,59.009155,58.235363,57.803036,57.814034,57.98949,58.167145,58.148354,57.913715,58.128284,58.395393,58.55937,58.61813,59.140022,59.266205,59.48666,59.635242,59.79858
0.8,0.7,871.93,GYG_S01_31-60,67.707115,67.555824,67.28554,66.753426,66.575615,66.52278,66.4776,66.17804,65.816696,65.83844,65.7068,65.56513,65.45573,65.397606,65.26474,65.24145,65.39752,65.28383,65.292175,65.30044,65.211555,65.334625,65.503746,65.377525,65.13931,65.452835,65.59372,65.57813,65.34705,65.43232,65.505844,65.66869,65.62418,65.80558,66.36707,66.928894,67.20915,67.36245,67.500854,67.842094,67.812744,67.63302,67.12836,66.857765,66.56511,66.354774,66.06671,65.87851,65.93091,65.93541,65.84414,65.68643,65.46838,65.54955,65.819016,65.99272,66.06731,66.18987,65.96784,65.53434,65.478455,65.510124,65.575806,65.70028,65.881386,66.00146,66.0608,66.22665,66.174,66.44325,66.69652,67.13534,67.101746,66.86594,66.579025,66.20225,65.54589,65.06612,65.08416,65.19635,65.252655,65.29091,65.39894,65.691055,65.751015,65.819664,65.92844,66.440636,66.65518,66.940155,67.04724,67.18994
2.02,0.82,434.01,GYG_S02_00-30,60.49186,60.471767,60.278442,59.768044,59.53851,59.425503,59.43013,59.23026,58.893845,58.72035,58.474594,58.248215,58.202694,58.149776,58.090378,58.014454,58.169617,57.998768,58.071342,58.175304,58.174564,58.277046,58.368183,58.252193,57.988438,58.27684,58.381805,58.337124,58.123997,58.136787,58.14226,58.20451,58.27461,58.496525,59.014107,59.489433,59.67544,59.8415,60.02924,60.406506,60.34527,60.11956,59.62484,59.489555,59.306866,59.135544,58.77669,58.66661,58.707123,58.770306,58.63154,58.511612,58.230286,58.38576,58.67182,58.81521,58.77311,58.91259,58.77443,58.450138,58.32775,58.261833,58.316257,58.622692,58.731472,58.812225,58.842373,59.042587,58.934345,59.022636,59.211853,59.820194,60.031326,59.86901,59.771786,59.626564,59.18788,58.8776,58.93131,58.950172,58.935158,58.916763,58.76955,58.920433,58.974884,59.20628,59.211903,59.679092,59.728924,59.923542,59.99085,60.33644
1.85,0.96,434.01,GYG_S02_31-60,63.797657,63.818188,63.66883,63.105824,63.12866,63.091835,62.90539,62.54963,62.435562,62.425465,62.26675,62.06458,62.01991,61.9119,61.7287,61.697006,61.820747,61.728065,61.707302,61.758938,61.578186,61.827103,62.154545,62.190163,61.897747,62.248093,62.353607,62.175137,61.84102,62.042103,62.14556,62.22943,62.198254,62.505966,63.098503,63.39406,63.634586,63.863224,64.12309,64.315125,64.395294,64.21083,63.6141,63.29176,63.261475,63.046932,62.696964,62.378555,62.53955,62.563206,62.563896,62.356808,62.099163,62.302567,62.680927,62.75266,62.669785,62.829563,62.6592,62.310066,62.171543,62.08524,62.00079,62.268394,62.5035,62.530106,62.616573,62.71129,62.532925,62.60388,62.901222,63.47977,63.298473,62.974686,62.513607,62.28756,61.687294,61.349274,61.302235,61.261765,61.480022,61.632496,61.71292,61.678352,61.87198,61.92726,61.998135,62.377563,62.681442,62.95859,63.12251,63.248714
2.17,0.04,136.85,GYG_S03_00-30,56.26477,56.044838,55.756893,55.260807,55.09927,54.883427,54.671387,54.35632,53.9746,53.81604,53.554993,53.327465,53.23484,53.098827,52.834293,52.761948,53.018303,52.943443,52.83895,52.862118,52.789055,52.844666,52.844852,52.70802,52.416374,52.755672,52.8134,52.737938,52.423893,52.473404,52.406815,52.380577,52.306732,52.428574,53.00038,53.304615,53.49252,53.608913,53.752106,53.91212,53.895798,53.762093,53.2926,53.02679,52.804157,52.66935,52.480022,52.298412,52.35151,52.500343,52.439144,52.207733,51.916363,52.056705,52.272327,52.40082,52.43894,52.589653,52.29824,51.96292,51.879635,51.881245,51.791725,52.041668,52.1682,52.328274,52.38608,52.606003,52.534813,52.65421,52.781662,53.42627,53.648968,53.601894,53.445587,53.32977,52.806,52.433205,52.303036,52.23129,52.19028,52.23794,52.069736,52.164127,52.14329,52.3154,52.34216,52.88032,53.05743,53.25538,53.183266,53.454365
1.76,0.35,332.35,GYG_S03_31-60,67.408936,67.287056,67.0811,66.64292,66.63049,66.54202,66.372734,66.03657,66.03643,66.07787,65.85914,65.512665,65.42996,65.49628,65.422386,65.379616,65.383415,65.30979,65.22895,65.3058,65.27011,65.48892,65.50869,65.47952,65.25887,65.52038,65.55589,65.50188,65.25164,65.3229,65.4203,65.5951,65.7127,65.91534,66.43002,66.79213,67.17746,67.309784,67.563446,67.76871,67.80066,67.60681,67.17949,66.94302,66.66359,66.36043,66.03597,65.72613,65.697044,65.76004,65.67333,65.40169,65.22266,65.6057,65.911835,65.9013,65.82296,65.93436,65.743904,65.48453,65.42678,65.37188,65.25364,65.40361,65.59042,65.61494,65.66625,65.77686,65.64376,65.68825,65.76014,66.21343,65.889015,65.486885,64.99246,64.47414,63.612682,63.070286,63.108234,63.18624,63.481915,63.51354,63.39438,63.576897,63.872524,64.18561,64.35392,64.8632,64.87434,65.0334,65.083405,65.502945
2.1,0.7,375.36,GYG_S04_00-30,60.060707,59.78678,59.468338,58.997368,58.82881,58.83944,58.763298,58.60803,58.268005,58.06291,57.790375,57.649956,57.597435,57.54527,57.438347,57.282536,57.219616,57.114525,57.202507,57.43707,57.41631,57.379772,57.431145,57.477516,57.28869,57.426067,57.417343,57.47362,57.325947,57.528625,57.372314,57.394768,57.428207,57.717216,58.116512,58.532185,58.87447,59.043854,59.168503,59.32606,59.412296,59.404102,59.10854,58.80863,58.49285,58.141945,57.914257,57.774128,57.913765,57.852566,57.744175,57.558952,57.387043,57.486496,57.65003,57.750168,57.708015,57.85292,57.674442,57.54341,57.467773,57.494877,57.35936,57.53452,57.626823,57.731846,57.824196,58.06236,58.134895,58.307655,58.593647,59.129,59.2114,59.223488,59.12597,59.02646,58.442776,58.18784,58.00518,58.158787,58.222736,58.19721,57.944668,58.095154,58.233356,58.286835,58.323456,58.630074,58.649796,58.733906,58.880974,59.22899
1.67,18.39,1090.89,GYG_S04_31-60,53.366455,53.04476,52.669693,52.0353,52.011578,51.94626,51.826496,51.34565,50.92252,50.76359,50.522533,50.241272,50.028183,49.904816,49.759754,49.75643,49.80427,49.63655,49.559303,49.639874,49.511177,49.773182,49.89819,49.811222,49.414097,49.828114,49.919697,49.85091,49.49432,49.484413,49.330944,49.39796,49.46198,49.6292,49.993877,50.30478,50.492485,50.602467,50.632645,50.798103,50.716618,50.62694,50.252274,50.112453,49.972237,49.93452,49.733505,49.593407,49.626003,49.600025,49.39832,49.249363,49.10891,49.368404,49.61473,49.655975,49.63799,49.860893,49.64985,49.30913,49.29816,49.28359,49.128613,49.22493,49.40159,49.565926,49.617126,49.757957,49.788807,49.985813,50.21945,50.882626,51.170887,51.196163,50.959293,50.684666,49.949833,49.69556,49.621616,49.646873,49.646973,49.556908,49.29968,49.351124,49.427486,49.54874,49.705032,50.24311,50.321873,50.490524,50.48773,50.86314
2.98,22.58,1798.6,GYG_S05_00-30,55.06425,54.887047,54.583458,54.01301,53.75766,53.556152,53.535374,53.32006,52.91043,52.71862,52.473736,52.229202,52.11095,51.98123,51.79165,51.696033,51.907146,51.78392,51.717903,51.695763,51.632137,51.78854,51.918858,51.710373,51.438877,51.821575,51.943356,51.77905,51.44974,51.61179,51.589638,51.55419,51.444416,51.633137,52.079727,52.37223,52.47778,52.554127,52.679432,53.01798,53.013435,52.860603,52.3319,52.178963,52.11606,52.058987,51.828236,51.600056,51.57664,51.602306,51.58788,51.491264,51.214962,51.410156,51.67692,51.745598,51.697857,51.82763,51.598167,51.22652,51.22734,51.21004,51.20183,51.429207,51.64487,51.71365,51.690613,51.847195,51.87594,51.958225,52.103027,52.777187,53.05375,53.004383,52.867683,52.806725,52.241833,51.821148,51.61619,51.6631,51.692104,51.687126,51.50058,51.673317,51.691277,51.86761,51.912205,52.382507,52.489,52.724556,52.76154,53.043877
