"Organic Matter (OM), %","Phosphorus (P), ppm","Potassium [K], ppm",ID from Prev,ID,956.77,962.77,968.77,974.76,980.75,986.74,992.73,998.72,1004.71,1010.7,1016.68,1022.67,1028.65,1034.63,1040.61,1046.59,1052.57,1058.55,1064.53,1070.5,1076.47,1082.45,1088.42,1094.39,1100.36,1106.33,1112.29,1118.26,1124.22,1130.19,1136.15,1142.11,1148.07,1154.03,1159.99,1165.94,1171.9,1177.85,1183.8,1189.76,1195.71,1201.65,1207.6,1213.55,1219.5,1225.44,1231.38,1237.33,1243.27,1249.21,1255.15,1261.08,1267.02,1272.95,1278.89,1284.82,1290.75,1296.68,1302.61,1308.54,1314.47,1320.39,1326.32,1332.24,1338.16,1344.08,1350,1355.92,1361.84,1367.76,1373.67,1379.59,1385.5,1391.41,1397.32,1403.23,1409.14,1415.05,1420.95,1426.86,1432.76,1438.66,1444.56,1450.46,1456.36,1462.26,1468.16,1474.05,1479.95,1485.84,1491.73,1497.62,1503.51,1509.4,1515.29,1521.17,1527.06,1532.94,1538.82,1544.7,1550.58,1556.46,1562.34,1568.22,1574.09,1579.97,1585.84,1591.71,1597.58,1603.45,1609.32,1615.19,1621.05,1626.92,1632.78,1638.64,1644.5,1650.36,1656.22,1662.08,1667.94,1673.79,1679.65,1685.5,1691.35,1697.2,1703.05,1708.9
0.77,4.04,30.41,DNG_S01_0-30,DNG_S01_00-30,82.12908,82.468925,82.59065,82.39499,82.20801,82.17934,82.22088,82.34039,82.270515,82.27536,82.51261,82.76771,82.7275,82.62244,82.84153,83.230835,83.66416,83.707085,83.829216,84.112755,84.44089,84.90182,85.298645,85.68333,85.853355,86.34428,86.54544,86.96126,87.49312,88.11496,88.263756,88.493164,88.97161,89.83415,91.070274,91.934006,92.485825,92.7835,93.36352,93.919716,94.377556,94.56485,94.41494,94.21157,93.8284,93.507645,93.24031,93.26999,93.52607,93.63924,93.58679,93.590096,93.83634,93.84459,93.88427,93.932304,94.30712,94.30691,94.218605,94.01082,94.102905,94.14197,94.30315,94.3268,94.42134,94.455025,94.33752,94.143425,94.214226,94.44434,94.49523,94.4427,93.83802,93.13185,92.688644,92.37813,91.325516,90.80266,91.30217,92.221306,92.402466,92.197136,92.11149,92.48555,92.7902,92.8173,92.410126,92.54509,92.76983,93.042,93.15115,93.35838,93.6803,93.82044,94.01622,93.85494,94.070915,94.053894,94.275894,94.43178,94.5798,94.36971,94.407074,94.65645,94.805916,94.95924,94.949715,94.75243,94.70508,95.04237,95.287865,95.796265,96.49607,96.690094,96.423935,96.268814,96.342606,96.38668,96.828606,97.18133,97.46367,97.635216,98.22949,98.48308,99.14652,99.567764,99.96698,100.33624
0.87,4.08,28.44,DNG_S01_31-60,DNG_S01_31-60,81.54318,81.850395,81.925545,81.627426,81.4244,81.46558,81.58846,81.87284,81.82986,81.77993,81.83711,82.00112,82.06459,82.10455,82.42256,82.73187,83.08489,83.052414,83.2148,83.43198,83.6939,83.96998,84.369606,84.66015,84.83239,85.3399,85.48309,85.7533,86.24077,86.863754,86.994385,87.111305,87.56476,88.42211,89.5771,90.45138,91.00085,91.28494,91.669945,92.31927,92.73812,92.817444,92.50914,92.37665,92.00996,91.65376,91.27052,91.32973,91.55102,91.588615,91.622116,91.76887,91.97667,91.88204,91.95546,92.06718,92.439705,92.43069,92.304,92.15784,92.2691,92.293175,92.506226,92.79767,93.05338,92.84039,92.67975,92.64705,92.887634,93.20982,93.470795,93.574776,93.28024,92.93532,92.69455,92.488464,91.76982,91.37584,91.79548,92.47843,92.48034,92.21938,92.07003,92.30029,92.52008,92.47283,91.99757,92.02557,92.462296,92.61469,92.53772,92.54487,92.906235,93.07963,93.21858,93.09898,93.22787,93.16997,93.138084,93.31641,93.62713,93.46015,93.369934,93.58081,93.77197,93.86059,93.89543,93.8637,93.87729,94.15427,94.32358,94.83758,95.48815,95.79039,95.39477,95.185524,95.32875,95.55243,95.89051,96.16657,96.39804,96.6051,97.20639,97.86907,98.48813,98.685455,99.105835,99.57993
1.08,1.06,30.47,DNG_S02_0-30,DNG_S02_00-30,85.071526,85.11475,85.11306,85.01286,84.99941,84.98525,85.08097,85.139694,85.14554,85.08171,85.45623,85.709946,85.71266,85.69523,86.08598,86.42584,86.66092,86.71878,86.85004,87.08764,87.27827,87.7522,88.14594,88.43707,88.47184,89.039536,89.47733,89.821434,90.05663,90.46805,90.813416,91.20534,91.56591,92.33569,93.69822,94.64621,95.004974,95.21109,95.80154,96.50825,96.877174,97.07735,96.76861,96.458496,95.836876,95.458206,95.18946,95.35151,95.6335,95.62837,95.51213,95.53682,95.87179,95.89584,95.79307,95.754005,96.15246,96.3014,96.137146,95.909134,96.02293,96.28389,96.466515,96.34694,96.27554,96.34084,96.32551,96.26104,96.49036,96.72546,96.718056,96.88782,96.65541,95.94526,95.44319,95.32157,94.685875,94.23367,94.80396,95.54555,95.62809,95.3601,95.33605,95.48,95.73184,95.84179,95.59798,95.56369,95.7926,95.860466,95.85826,95.95047,96.27633,96.41637,96.51341,96.41043,96.52839,96.50737,96.41057,96.458534,96.70673,96.66292,96.685425,96.76835,96.91176,96.88488,96.78362,96.79969,96.94301,97.19555,97.38136,97.81005,98.26759,98.379234,98.237915,98.03063,98.15246,98.47583,98.78971,98.954544,99.10954,99.32849,99.68876,99.88037,100.32666,100.49462,100.58906,100.59556
0.64,4.08,24.38,DNG_S02_31-60,DNG_S02_31-60,85.30436,85.19531,85.07547,84.924,84.81951,84.959175,85.09749,85.30284,85.31843,85.366234,85.42352,85.80301,85.96423,85.89175,86.05468,86.3662,86.73395,86.756615,87.0641,87.24394,87.46815,87.88491,88.31192,88.64021,88.924904,89.43152,89.74503,90.08011,90.52578,91.01232,91.369255,91.79017,92.48624,93.405396,94.572235,95.451996,96.01675,96.29226,96.664894,97.37604,97.89737,98.17142,98.03249,97.878265,97.36285,96.82927,96.59718,96.73813,96.86956,96.696075,96.57621,96.77129,97.11205,97.02655,96.905846,96.97858,97.2665,97.33154,97.23127,96.9471,96.77899,96.97102,97.22676,97.252975,97.25685,97.241905,96.940765,96.76857,96.83866,96.99496,96.75789,96.5183,95.71133,94.73473,93.94659,93.50066,92.405525,92.0816,92.92769,94.127266,94.15955,94.134125,94.22717,94.560104,94.64553,94.76173,94.47635,94.47816,94.82368,95.112045,95.232864,95.23893,95.6348,95.68101,95.95521,95.89716,96.20048,95.98835,95.994774,96.08951,96.34822,96.10772,96.19915,96.57268,96.75245,96.73703,96.666794,96.47721,96.365845,96.73115,97.00852,97.51881,98.087494,98.4296,98.07435,97.72008,97.758354,98.07326,98.451385,98.6722,98.78191,98.90816,99.207214,99.56386,99.92592,100.17085,100.40696,100.59894
1,0.36,28.46,DNG_S03_0-30,DNG_S03_00-30,83.72391,83.62515,83.57882,83.52421,83.63106,83.62035,83.581406,83.77234,83.85799,83.84307,83.88177,84.12005,84.34038,84.43217,84.631966,84.80229,85.12563,85.26582,85.512596,85.763176,86.114944,86.616455,87.045204,87.49819,87.89788,88.62299,88.99421,89.32967,89.80461,90.42202,90.750656,91.1265,91.77729,92.72382,94.103714,95.17103,95.77118,96.05643,96.731766,97.5399,98.061,98.28284,98.06822,97.82062,97.46754,97.08507,96.80987,96.966194,97.43535,97.40776,97.32307,97.49501,97.83984,97.683815,97.49885,97.59767,98.062836,98.16386,97.98288,97.705376,97.7694,97.88088,98.04403,98.11363,98.18023,98.100624,97.760216,97.52736,97.51969,97.77286,97.77539,97.439125,96.36028,95.20581,94.60812,94.25504,93.07737,92.50755,93.22819,94.56094,94.935745,95.05706,95.09374,95.32809,95.50675,95.543755,95.33573,95.51899,96.048065,96.33096,96.361626,96.44499,96.78291,97.04353,97.17468,97.08515,97.27578,97.2779,97.38775,97.56193,97.72967,97.39427,97.48119,97.7122,97.846756,97.78397,97.77428,97.76285,97.86007,98.241005,98.355644,98.74627,99.220245,99.51181,99.22983,99.0499,99.08292,99.29571,99.616165,99.83926,99.95506,100.07476,100.33567,100.44293,100.90428,101.03311,100.91489,100.53877
0.67,0.01,29.86,DNG_S03_31-60,DNG_S03_31-60,82.92518,82.737114,82.62596,82.58909,82.4621,82.39252,82.42864,82.690834,82.66931,82.65068,82.798744,82.98828,83.08216,83.10878,83.39428,83.85,84.33079,84.39546,84.650215,85.02407,85.41183,85.85743,86.41572,86.88496,87.22696,87.78935,88.23601,88.637924,89.287895,89.894875,90.31383,90.79775,91.71693,92.87179,94.07798,95.10414,95.82176,96.39584,96.98617,97.72221,98.16092,98.40702,98.359985,98.30624,97.93127,97.61517,97.383125,97.582375,97.857086,97.96444,98.01433,98.25849,98.59031,98.51468,98.44189,98.48828,98.889885,98.81744,98.48403,98.1208,98.19745,98.35876,98.554054,98.603676,98.67619,98.56668,98.28561,97.80577,97.690735,97.75568,97.452835,96.66819,95.25851,93.85171,93.00778,92.441505,90.93461,90.104004,91.085335,92.91752,93.655464,93.805244,93.98225,94.33705,94.63206,94.77034,94.69207,94.77704,95.09473,95.421,95.72266,95.963844,96.364296,96.702286,96.9027,96.840416,97.13408,97.31443,97.20756,97.348755,97.68309,97.64367,97.69557,97.93469,97.90953,97.74477,97.73342,97.86674,97.92915,98.11143,98.15918,98.63578,99.21943,99.61289,99.36796,99.10983,99.0632,99.35132,99.62389,99.92726,100.0343,100.136345,100.31386,100.44342,100.715416,100.76561,100.8116,100.80411
2.01,2.04,45.19,DNG_S04_0-30,DNG_S04_00-30,87.35062,87.179924,87.11857,87.155426,87.33126,87.332436,87.32108,87.34943,87.41859,87.63069,87.960396,88.27357,88.43578,88.43474,88.62808,88.849556,89.18581,89.36308,89.64985,89.927795,90.179276,90.58769,91.102325,91.434525,91.56509,91.86671,92.23198,92.56904,92.977425,93.62438,94.02823,94.48841,94.986725,95.84087,96.90776,97.957405,98.66342,98.976776,99.28697,99.59219,99.96578,100.24171,100.17421,99.87434,99.466225,99.26623,99.02663,99.10679,99.10456,99.24037,99.154396,99.29586,99.41911,99.615105,99.490875,99.49297,99.80837,100.10469,99.96135,99.79955,99.76356,99.72837,99.88522,100.18603,100.27957,100.10018,100.1029,100.10852,100.19921,100.44853,100.39278,99.95335,99.22717,98.72418,98.173416,97.43755,96.41272,95.889,96.53776,97.442635,97.63723,97.488815,97.45875,97.64978,97.645386,97.768486,97.719734,97.68243,97.80072,97.99673,98.32712,98.4529,98.69395,98.80773,99.11893,99.23661,99.288414,99.324165,99.44771,99.63688,99.71484,99.67486,99.7232,99.82715,99.84728,99.841324,99.92531,99.82515,99.97793,100.440346,100.58614,100.545944,100.809074,101.10972,100.88277,100.69839,100.915215,101.302574,101.466705,101.52616,101.82231,101.99106,102.23844,102.176025,102.08302,101.88831,101.73075,101.634186
0.84,2.08,27.29,DNG_S04_31-60,DNG_S04_31-60,78.47328,78.32087,78.18914,77.93052,78.0105,78.02266,77.841064,77.84608,77.841194,77.83727,77.99273,78.163765,78.24852,78.22045,78.5193,78.92855,79.34543,79.42295,79.66705,80.0337,80.40088,80.72991,81.31948,81.885376,82.33594,82.81951,83.2451,83.61108,84.13623,84.90642,85.32111,85.730354,86.45349,87.61548,88.88737,89.9706,90.729385,91.19425,91.89378,92.77868,93.252625,93.49119,93.556625,93.65837,93.38567,93.04516,92.90681,93.05175,93.41937,93.476326,93.7301,93.899635,94.1919,94.08791,94.10216,94.13289,94.51285,94.626076,94.41797,94.132065,94.141914,94.25755,94.42003,94.32908,94.268745,94.0849,93.774216,93.51075,93.54091,93.586655,93.1258,92.33127,90.9018,89.48981,88.65108,87.97941,86.3505,85.57089,86.522194,88.05259,88.58815,88.68217,88.882545,89.111885,89.51235,89.73367,89.513084,89.571945,90.1262,90.811844,91.144646,91.226006,91.55185,91.94834,92.447075,92.47507,92.68135,92.79963,93.17707,93.59035,93.79869,93.545616,93.62641,94.00793,94.27239,94.22995,94.257965,94.22873,94.37032,94.649605,94.934586,95.45213,96.02816,96.240265,95.966835,95.78609,95.74655,95.88306,96.22977,96.513466,96.82749,97.21614,97.71817,98.29716,98.921875,99.11906,99.253235,99.2166
1.36,2.04,45.88,DNG_S05_0-30,DNG_S05_00-30,79.65589,79.6013,79.43582,79.04146,78.891266,78.92041,79.05763,79.14815,79.16096,79.08356,79.18315,79.29524,79.464676,79.408966,79.76384,80.15822,80.65941,80.57843,80.601456,80.87446,81.33809,81.86945,82.26628,82.58189,82.73372,83.21993,83.56852,83.97209,84.46176,84.97382,85.242935,85.60951,86.222115,87.19133,88.37724,89.258385,89.76663,90.20667,90.92492,91.620316,91.96777,92.14285,92.16966,92.05358,91.634705,91.25588,91.14353,91.34319,91.67977,91.69139,91.72246,91.90316,92.224266,92.222755,92.037056,92.05939,92.48933,92.68323,92.45486,92.2913,92.29531,92.240036,92.47158,92.74258,92.80215,92.56536,92.44122,92.346794,92.34935,92.52503,92.47975,92.158104,91.29682,90.392426,89.86494,89.306145,88.08144,87.33347,88.07337,89.40546,89.83852,89.78912,89.89666,90.441315,90.7686,90.792336,90.49736,90.70804,90.98189,91.22217,91.50321,91.7967,92.005,92.014946,92.28592,92.26564,92.4761,92.56838,92.82243,92.94783,93.115906,93.02312,93.20174,93.49285,93.65183,93.487305,93.45778,93.5688,93.660484,93.7949,94.041504,94.47125,95.025986,95.31947,95.22076,95.00005,94.89257,95.06618,95.54085,95.97685,96.279366,96.51168,97.148445,97.64886,98.271835,98.55045,99.02182,99.58859
